epoch,size_bin,recall_at_05,median_iou,fp_above_tp_median,median_tp_conf,gt_count,tp_count,fp_count
21,8-16,0.6928,0.7069,0.0504,0.2268,10958,7592,47648
21,16-32,0.7792,0.7895,0.0279,0.3701,13434,10468,43601
21,32-64,0.8977,0.8817,0.0126,0.6834,6098,5474,15194
21,64-128,0.9334,0.9288,0.0101,0.855,1743,1627,2968
21,128-9999,0.9167,0.9263,0.0049,0.72,144,132,1019
22,0-8,0.5072,0.6457,0.0873,0.1251,6382,3237,24387
22,8-16,0.6864,0.7121,0.0516,0.2213,10958,7522,44869
22,16-32,0.7804,0.7936,0.0272,0.3469,13434,10484,42815
22,32-64,0.8944,0.8842,0.0108,0.6738,6098,5454,16053
22,64-128,0.938,0.9279,0.0075,0.8364,1743,1635,3320
22,128-9999,0.9167,0.9197,0.0028,0.7146,144,132,1053
23,0-8,0.5092,0.64,0.0869,0.1303,6382,3250,23676
23,8-16,0.686,0.7081,0.0489,0.2394,10958,7517,45324
23,16-32,0.78,0.7905,0.0271,0.3811,13434,10478,42256
23,32-64,0.9046,0.8829,0.0105,0.6807,6098,5516,16407
23,64-128,0.9392,0.9293,0.0065,0.8569,1743,1637,3380
23,128-9999,0.9236,0.9241,0.0032,0.6977,144,133,931
24,0-8,0.5197,0.6469,0.0843,0.1422,6382,3317,24099
24,8-16,0.699,0.7123,0.049,0.251,10958,7660,47918
24,16-32,0.789,0.7937,0.0276,0.3887,13434,10600,41752
24,32-64,0.8996,0.8864,0.0113,0.6909,6098,5486,14751
24,64-128,0.9369,0.9295,0.0079,0.8374,1743,1633,3042
24,128-9999,0.8958,0.9333,0.0039,0.7432,144,129,767
25,0-8,0.5201,0.6458,0.0874,0.1329,6382,3319,25441
25,8-16,0.6946,0.7133,0.0495,0.2437,10958,7611,45397
25,16-32,0.7848,0.7928,0.0258,0.3943,13434,10543,41444
25,32-64,0.8996,0.8871,0.0114,0.7178,6098,5486,15497
25,64-128,0.9398,0.93,0.007,0.8569,1743,1638,2984
25,128-9999,0.9167,0.9231,0.0084,0.7229,144,132,835
26,0-8,0.5136,0.6429,0.0856,0.1303,6382,3278,22838
26,8-16,0.6999,0.7118,0.0522,0.2281,10958,7669,46890
26,16-32,0.789,0.793,0.027,0.3611,13434,10599,41337
26,32-64,0.9037,0.8886,0.0112,0.6826,6098,5511,15727
26,64-128,0.9443,0.9327,0.0073,0.8491,1743,1646,3021
26,128-9999,0.9236,0.9281,0.0015,0.7051,144,133,686
27,0-8,0.5262,0.6487,0.084,0.1312,6382,3358,23962
27,8-16,0.7027,0.7156,0.0466,0.2351,10958,7700,48061
27,16-32,0.7919,0.7932,0.0258,0.3757,13434,10639,41145
27,32-64,0.8998,0.8876,0.0115,0.6992,6098,5487,14329
27,64-128,0.9449,0.9322,0.0074,0.8784,1743,1647,3100
27,128-9999,0.9306,0.9328,0.004,0.7759,144,134,753
28,0-8,0.5067,0.6445,0.0838,0.1234,6382,3234,22824
28,8-16,0.6974,0.7125,0.0477,0.231,10958,7642,44464
28,16-32,0.7981,0.7939,0.0253,0.396,13434,10722,43732
28,32-64,0.9095,0.8877,0.0097,0.709,6098,5546,16354
28,64-128,0.9461,0.9319,0.0086,0.8623,1743,1649,3020
28,128-9999,0.9306,0.9317,0.0077,0.7837,144,134,782
29,0-8,0.5171,0.6459,0.0804,0.1301,6382,3300,23350
29,8-16,0.7053,0.7156,0.0481,0.2379,10958,7729,46639
29,16-32,0.7962,0.7935,0.0258,0.3887,13434,10696,41797
29,32-64,0.9083,0.8875,0.0104,0.6943,6098,5539,14879
29,64-128,0.9547,0.9331,0.0086,0.8613,1743,1664,3381
29,128-9999,0.9236,0.9249,0.0045,0.8062,144,133,887
30,0-8,0.5315,0.6503,0.089,0.1412,6382,3392,27255
30,8-16,0.7045,0.7164,0.047,0.251,10958,7720,47146
30,16-32,0.7885,0.7952,0.0255,0.3999,13434,10593,39009
30,32-64,0.8998,0.887,0.0109,0.7105,6098,5487,13979
30,64-128,0.9478,0.9329,0.0103,0.8643,1743,1652,2900
30,128-9999,0.9306,0.9303,0.0067,0.8154,144,134,747
31,0-8,0.5249,0.6479,0.0841,0.1378,6382,3350,24320
31,8-16,0.7118,0.7166,0.0464,0.2494,10958,7800,47370
31,16-32,0.7962,0.7949,0.026,0.4072,13434,10696,41103
31,32-64,0.9077,0.8882,0.0112,0.7295,6098,5535,14317
31,64-128,0.9489,0.9329,0.0105,0.8784,1743,1654,2761
31,128-9999,0.9375,0.934,0.0045,0.8384,144,135,665
32,0-8,0.5251,0.6483,0.0856,0.1357,6382,3351,25191
32,8-16,0.7054,0.7156,0.0452,0.251,10958,7730,46211
32,16-32,0.7962,0.7957,0.0246,0.4055,13434,10696,40302
32,32-64,0.9098,0.888,0.0096,0.7202,6098,5548,14859
32,64-128,0.9443,0.9343,0.0072,0.8643,1743,1646,2919
32,128-9999,0.9167,0.9414,0.0037,0.801,144,132,821
33,0-8,0.529,0.6442,0.0792,0.1379,6382,3376,22943
33,8-16,0.7133,0.7145,0.0448,0.2524,10958,7816,48584
33,16-32,0.7984,0.7939,0.0248,0.4072,13434,10726,41196
33,32-64,0.9062,0.8866,0.0106,0.7097,6098,5526,14403
33,64-128,0.9489,0.9332,0.0082,0.8669,1743,1654,3033
33,128-9999,0.9306,0.9376,0.0042,0.8264,144,134,711
34,0-8,0.5262,0.6452,0.0803,0.1394,6382,3358,24805
34,8-16,0.7096,0.7145,0.0444,0.2539,10958,7776,47128
34,16-32,0.7952,0.7955,0.0246,0.4072,13434,10683,40465
34,32-64,0.9044,0.887,0.0102,0.728,6098,5515,14655
34,64-128,0.9455,0.933,0.0078,0.8789,1743,1648,2961
34,128-9999,0.9236,0.939,0.0069,0.8389,144,133,722
35,0-8,0.5356,0.6521,0.0857,0.1394,6382,3418,25413
35,8-16,0.7108,0.7187,0.0442,0.248,10958,7789,47315
35,16-32,0.7969,0.7979,0.0247,0.4072,13434,10706,40543
35,32-64,0.9072,0.8887,0.0098,0.7231,6098,5532,14217
35,64-128,0.9426,0.934,0.009,0.8687,1743,1643,2780
35,128-9999,0.9306,0.9405,0.0073,0.8308,144,134,682
36,0-8,0.5371,0.6438,0.0765,0.15,6382,3428,25387
36,8-16,0.7151,0.7172,0.0441,0.2598,10958,7836,47557
36,16-32,0.8001,0.7963,0.0241,0.4243,13434,10749,40690
36,32-64,0.9059,0.8894,0.01,0.7295,6098,5524,13752
36,64-128,0.9415,0.9346,0.0091,0.8774,1743,1641,2843
36,128-9999,0.9306,0.942,0.0067,0.7964,144,134,600
37,0-8,0.5312,0.6483,0.0801,0.1394,6382,3390,25672
37,8-16,0.713,0.7165,0.0465,0.2524,10958,7813,46729
37,16-32,0.8002,0.7958,0.025,0.4187,13434,10750,39683
37,32-64,0.9078,0.8885,0.0099,0.7324,6098,5536,14775
37,64-128,0.9432,0.9353,0.0076,0.8774,1743,1644,3012
37,128-9999,0.9375,0.9392,0.0059,0.8018,144,135,682
38,0-8,0.5321,0.6468,0.0802,0.15,6382,3396,25896
38,8-16,0.713,0.7176,0.0446,0.2705,10958,7813,45995
38,16-32,0.8013,0.7976,0.0231,0.4321,13434,10765,40942
38,32-64,0.9083,0.8903,0.0098,0.7388,6098,5539,14221
38,64-128,0.9421,0.9352,0.0079,0.8872,1743,1642,2770
38,128-9999,0.9306,0.9385,0.0048,0.8357,144,134,626
39,0-8,0.5318,0.6486,0.0787,0.1471,6382,3394,24625
39,8-16,0.7139,0.7185,0.0433,0.2659,10958,7823,47553
39,16-32,0.7986,0.7969,0.0233,0.4263,13434,10728,40996
39,32-64,0.9075,0.8896,0.0103,0.7324,6098,5534,14260
39,64-128,0.9415,0.9347,0.0086,0.875,1743,1641,2791
39,128-9999,0.9306,0.941,0.003,0.833,144,134,677
40,0-8,0.539,0.6475,0.0793,0.1481,6382,3440,26463
40,8-16,0.7113,0.716,0.0435,0.2644,10958,7794,47148
40,16-32,0.8006,0.7955,0.0247,0.4207,13434,10755,39991
40,32-64,0.9029,0.8882,0.0104,0.7358,6098,5506,13412
40,64-128,0.9455,0.9335,0.0077,0.8884,1743,1648,2872
40,128-9999,0.9306,0.9369,0.0042,0.8459,144,134,720
41,0-8,0.5357,0.6486,0.0831,0.1394,6382,3419,24716
41,8-16,0.7105,0.7186,0.0449,0.2583,10958,7786,45394
41,16-32,0.8069,0.7975,0.0242,0.4263,13434,10840,42479
41,32-64,0.9069,0.8886,0.0099,0.7358,6098,5530,13990
41,64-128,0.9449,0.935,0.0082,0.8726,1743,1647,2918
41,128-9999,0.9375,0.9441,0.0049,0.8369,144,135,616
42,0-8,0.5335,0.6467,0.0788,0.1422,6382,3405,25433
42,8-16,0.7124,0.7145,0.044,0.2598,10958,7806,46244
42,16-32,0.8028,0.7957,0.0235,0.4282,13434,10785,40361
42,32-64,0.9101,0.8886,0.0099,0.7339,6098,5550,14375
42,64-128,0.9449,0.9356,0.008,0.8809,1743,1647,2885
42,128-9999,0.9236,0.9423,0.0077,0.8345,144,133,653
43,0-8,0.5389,0.6463,0.0816,0.1422,6382,3439,25174
43,8-16,0.7145,0.7168,0.0442,0.2583,10958,7829,46748
43,16-32,0.8057,0.7966,0.0243,0.4282,13434,10824,40639
43,32-64,0.9082,0.8898,0.0099,0.749,6098,5538,13661
43,64-128,0.9392,0.9343,0.0085,0.8882,1743,1637,2697
43,128-9999,0.9306,0.9426,0.0072,0.8557,144,134,698
44,0-8,0.537,0.6481,0.0816,0.1384,6382,3427,24523
44,8-16,0.7139,0.7192,0.0443,0.2568,10958,7823,46495
44,16-32,0.8076,0.7968,0.0242,0.4187,13434,10849,41205
44,32-64,0.9108,0.89,0.0105,0.7417,6098,5554,13562
44,64-128,0.9455,0.9345,0.0078,0.8818,1743,1648,2817
44,128-9999,0.9375,0.9386,0.0082,0.831,144,135,609
45,0-8,0.5407,0.6479,0.0796,0.1442,6382,3451,24838
45,8-16,0.7178,0.7176,0.0442,0.2612,10958,7866,47022
45,16-32,0.8054,0.796,0.0229,0.4302,13434,10820,40448
45,32-64,0.9082,0.8903,0.0098,0.7432,6098,5538,13560
45,64-128,0.9443,0.9349,0.0099,0.8804,1743,1646,2737
45,128-9999,0.9236,0.9408,0.0084,0.852,144,133,593
46,0-8,0.5443,0.6494,0.08,0.1471,6382,3474,25926
46,8-16,0.718,0.7168,0.0432,0.2673,10958,7868,46612
46,16-32,0.8065,0.7975,0.0237,0.4282,13434,10834,39917
46,32-64,0.9101,0.8897,0.01,0.7446,6098,5550,13570
46,64-128,0.9461,0.9352,0.0087,0.8857,1743,1649,2752
46,128-9999,0.9306,0.945,0.0095,0.8508,144,134,528
47,0-8,0.5392,0.6465,0.0809,0.1384,6382,3441,24808
47,8-16,0.7169,0.7171,0.0444,0.2561,10958,7856,46209
47,16-32,0.8082,0.7974,0.023,0.4321,13434,10858,40631
47,32-64,0.9116,0.8897,0.0092,0.749,6098,5559,13851
47,64-128,0.9455,0.9344,0.0087,0.8853,1743,1648,2870
47,128-9999,0.9236,0.9442,0.009,0.8374,144,133,556
48,0-8,0.5418,0.6489,0.0804,0.1394,6382,3458,24888
48,8-16,0.7181,0.7178,0.0439,0.2583,10958,7869,46668
48,16-32,0.8063,0.7974,0.0231,0.4302,13434,10832,40491
48,32-64,0.9114,0.8894,0.0099,0.7476,6098,5558,13565
48,64-128,0.9438,0.9352,0.008,0.8857,1743,1645,2745
48,128-9999,0.9306,0.9422,0.0079,0.8462,144,134,629
49,0-8,0.5398,0.6483,0.0823,0.1404,6382,3445,24834
49,8-16,0.7176,0.7175,0.0437,0.2598,10958,7863,46682
49,16-32,0.8074,0.7971,0.0228,0.4302,13434,10847,40424
49,32-64,0.9105,0.8899,0.0096,0.749,6098,5552,13684
49,64-128,0.9449,0.935,0.0086,0.8872,1743,1647,2794
49,128-9999,0.9375,0.9436,0.0085,0.8428,144,135,588
