epoch,size_bin,recall_at_05,median_iou,fp_above_tp_median,median_tp_conf,gt_count,tp_count,fp_count
0,0-8,0.2584,0.5987,0.2799,0.1038,6382,1649,16615
0,8-16,0.4253,0.6456,0.1385,0.1394,10958,4660,52108
0,16-32,0.4463,0.7225,0.0955,0.1656,13434,5995,47251
0,32-64,0.6384,0.8088,0.0571,0.2401,6098,3893,20684
0,64-128,0.7688,0.8458,0.0262,0.3179,1743,1340,7661
0,128-9999,0.625,0.7739,0.0118,0.1296,144,90,2454
1,0-8,0.3538,0.6158,0.193,0.0888,6382,2258,19523
1,8-16,0.5131,0.6761,0.1218,0.1225,10958,5623,50655
1,16-32,0.5858,0.7534,0.0791,0.1931,13434,7870,42816
1,32-64,0.7796,0.837,0.0315,0.3481,6098,4754,21100
1,64-128,0.8612,0.872,0.0149,0.5869,1743,1501,5770
1,128-9999,0.75,0.8436,0.005,0.2958,144,108,2422
2,0-8,0.4016,0.6206,0.1431,0.1192,6382,2563,20651
2,8-16,0.5593,0.6866,0.0973,0.1592,10958,6129,50671
2,16-32,0.6339,0.7529,0.0724,0.224,13434,8516,44241
2,32-64,0.8112,0.8371,0.0266,0.4187,6098,4947,16620
2,64-128,0.8847,0.8972,0.0129,0.6196,1743,1542,5671
2,128-9999,0.8264,0.8649,0.0099,0.4055,144,119,2730
3,0-8,0.4511,0.6276,0.1255,0.1097,6382,2879,19258
3,8-16,0.5967,0.6949,0.0804,0.151,10958,6539,47244
3,16-32,0.6891,0.7676,0.0623,0.2006,13434,9258,43781
3,32-64,0.8559,0.8648,0.0147,0.5039,6098,5219,21050
3,64-128,0.8985,0.9084,0.011,0.6826,1743,1566,4626
3,128-9999,0.8958,0.8721,0.0043,0.3857,144,129,2101
4,0-8,0.4809,0.637,0.1097,0.1531,6382,3069,21903
4,8-16,0.6305,0.7054,0.073,0.2095,10958,6909,51664
4,16-32,0.7032,0.7788,0.0456,0.2847,13434,9447,41686
4,32-64,0.8477,0.8738,0.0173,0.5273,6098,5169,14941
4,64-128,0.9065,0.9126,0.0093,0.7153,1743,1580,4638
4,128-9999,0.9236,0.8907,0.0055,0.4629,144,133,2357
5,0-8,0.4629,0.6395,0.1209,0.1339,6382,2954,23797
5,8-16,0.6193,0.7012,0.0716,0.2095,10958,6786,46219
5,16-32,0.7207,0.7811,0.0428,0.3123,13434,9682,44088
5,32-64,0.8683,0.8738,0.0115,0.602,6098,5295,17540
5,64-128,0.9105,0.9132,0.0106,0.7358,1743,1587,3884
5,128-9999,0.875,0.8988,0.0037,0.5806,144,126,1094
6,0-8,0.484,0.6422,0.1053,0.1357,6382,3089,23591
6,8-16,0.6527,0.7042,0.0628,0.2056,10958,7152,47043
6,16-32,0.7457,0.7805,0.0357,0.3091,13434,10018,45054
6,32-64,0.8764,0.8777,0.0127,0.6387,6098,5344,14465
6,64-128,0.9151,0.9261,0.0094,0.8091,1743,1595,3739
6,128-9999,0.9097,0.9137,0.0061,0.5039,144,131,986
7,0-8,0.518,0.6494,0.0881,0.1651,6382,3306,29253
7,8-16,0.6534,0.7103,0.058,0.2268,10958,7160,49495
7,16-32,0.7406,0.7828,0.0395,0.3174,13434,9949,39374
7,32-64,0.875,0.8818,0.01,0.6943,6098,5336,13508
7,64-128,0.93,0.926,0.0108,0.8223,1743,1621,3156
7,128-9999,0.9167,0.9108,0.0071,0.5503,144,132,989
8,0-8,0.4995,0.6493,0.0988,0.1285,6382,3188,23804
8,8-16,0.6672,0.7111,0.0643,0.1993,10958,7311,48092
8,16-32,0.7401,0.784,0.0383,0.283,13434,9942,43512
8,32-64,0.869,0.8825,0.0092,0.6621,6098,5299,14572
